key,Id,route_id,Capacity,day,fill_level
104,LQS7,1,120L,-25,8.9
104,LQS7,1,120L,-24,10.8
104,LQS7,1,120L,-23,12.2
104,LQS7,1,120L,-22,18.3
104,LQS7,1,120L,-21,18.6
104,LQS7,1,120L,-20,24.5
104,LQS7,1,120L,-19,24.3
104,LQS7,1,120L,-18,31.3
104,LQS7,1,120L,-17,32.5
104,LQS7,1,120L,-16,34.9
104,LQS7,1,120L,-15,39.4
104,LQS7,1,120L,-14,43.5
104,LQS7,1,120L,-13,45.7
104,LQS7,1,120L,-12,50.7
104,LQS7,1,120L,-11,52.3
104,LQS7,1,120L,-10,57.4
104,LQS7,1,120L,-9,60.5
104,LQS7,1,120L,-8,63.1
104,LQS7,1,120L,-7,65.9
104,LQS7,1,120L,-6,70.1
104,LQS7,1,120L,-5,74.1
104,LQS7,1,120L,-4,79.7
104,LQS7,1,120L,-3,81.4
104,LQS7,1,120L,-2,84.8
104,LQS7,1,120L,-1,91.3
104,LQS7,1,120L,0,90.8
105,QOH2,1,120L,-29,68.6
105,QOH2,1,120L,-28,70.7
105,QOH2,1,120L,-27,76.2
105,QOH2,1,120L,-26,80.8
105,QOH2,1,120L,-25,87.2
105,QOH2,1,120L,-24,90.6
105,QOH2,1,120L,-23,95.8
105,QOH2,1,120L,-22,1.9
105,QOH2,1,120L,-21,6.2
105,QOH2,1,120L,-20,9.3
105,QOH2,1,120L,-19,13.3
105,QOH2,1,120L,-18,20.6
105,QOH2,1,120L,-17,24.8
105,QOH2,1,120L,-16,25.9
105,QOH2,1,120L,-15,32.5
105,QOH2,1,120L,-14,37.9
105,QOH2,1,120L,-13,43.5
105,QOH2,1,120L,-12,48.3
105,QOH2,1,120L,-11,52.1
105,QOH2,1,120L,-10,57.2
105,QOH2,1,120L,-9,61.1
105,QOH2,1,120L,-8,64.6
105,QOH2,1,120L,-7,69.9
105,QOH2,1,120L,-6,75.0
105,QOH2,1,120L,-5,79.6
105,QOH2,1,120L,-4,81.5
105,QOH2,1,120L,-3,88.4
105,QOH2,1,120L,-2,93.7
105,QOH2,1,120L,-1,97.9
105,QOH2,1,120L,0,2.6
106,7WIN,1,240L,-29,17.5
106,7WIN,1,240L,-28,24.3
106,7WIN,1,240L,-27,30.9
106,7WIN,1,240L,-26,37.2
106,7WIN,1,240L,-25,40.7
106,7WIN,1,240L,-24,42.2
106,7WIN,1,240L,-23,49.0
106,7WIN,1,240L,-22,54.6
106,7WIN,1,240L,-21,59.4
106,7WIN,1,240L,-20,64.8
106,7WIN,1,240L,-19,67.6
106,7WIN,1,240L,-18,73.9
106,7WIN,1,240L,-17,79.4
106,7WIN,1,240L,-16,84.9
106,7WIN,1,240L,-15,87.3
106,7WIN,1,240L,-14,92.9
106,7WIN,1,240L,-13,94.3
106,7WIN,1,240L,-12,2.3
106,7WIN,1,240L,-11,7.3
106,7WIN,1,240L,-10,11.5
106,7WIN,1,240L,-9,18.2
106,7WIN,1,240L,-8,22.7
106,7WIN,1,240L,-7,24.3
106,7WIN,1,240L,-6,32.9
106,7WIN,1,240L,-5,36.1
106,7WIN,1,240L,-4,43.1
106,7WIN,1,240L,-3,45.4
106,7WIN,1,240L,-2,52.2
106,7WIN,1,240L,-1,56.7
106,7WIN,1,240L,0,62.5
107,LUKAU6,1,240L,-29,40.8
107,LUKAU6,1,240L,-28,45.1
107,LUKAU6,1,240L,-27,51.5
107,LUKAU6,1,240L,-26,59.1
107,LUKAU6,1,240L,-25,66.2
107,LUKAU6,1,240L,-24,71.6
107,LUKAU6,1,240L,-23,79.7
107,LUKAU6,1,240L,-22,84.6
107,LUKAU6,1,240L,-21,89.9
107,LUKAU6,1,240L,-20,97.2
107,LUKAU6,1,240L,-19,4.2
107,LUKAU6,1,240L,-18,10.6
107,LUKAU6,1,240L,-17,19.2
107,LUKAU6,1,240L,-16,21.7
107,LUKAU6,1,240L,-15,28.8
107,LUKAU6,1,240L,-14,35.9
107,LUKAU6,1,240L,-13,41.5
107,LUKAU6,1,240L,-12,47.0
107,LUKAU6,1,240L,-11,51.7
107,LUKAU6,1,240L,-10,59.5
107,LUKAU6,1,240L,-9,65.0
107,LUKAU6,1,240L,-8,70.3
107,LUKAU6,1,240L,-7,77.9
107,LUKAU6,1,240L,-6,83.8
107,LUKAU6,1,240L,-5,92.5
107,LUKAU6,1,240L,-4,98.8
107,LUKAU6,1,240L,-3,2.8
107,LUKAU6,1,240L,-2,10.1
107,LUKAU6,1,240L,-1,13.9
107,LUKAU6,1,240L,0,22.3
108,7VCQ,1,240L,-29,30.8
108,7VCQ,1,240L,-28,40.3
108,7VCQ,1,240L,-27,43.2
108,7VCQ,1,240L,-26,50.4
108,7VCQ,1,240L,-25,60.2
108,7VCQ,1,240L,-24,68.4
108,7VCQ,1,240L,-23,73.4
108,7VCQ,1,240L,-22,79.4
108,7VCQ,1,240L,-21,83.0
108,7VCQ,1,240L,-20,90.0
108,7VCQ,1,240L,-19,100.0
108,7VCQ,1,240L,-18,6.1
108,7VCQ,1,240L,-17,11.8
108,7VCQ,1,240L,-16,20.4
108,7VCQ,1,240L,-15,27.2
108,7VCQ,1,240L,-14,35.3
108,7VCQ,1,240L,-13,40.9
108,7VCQ,1,240L,-12,49.3
108,7VCQ,1,240L,-11,54.3
108,7VCQ,1,240L,-10,60.9
108,7VCQ,1,240L,-9,69.4
108,7VCQ,1,240L,-8,73.2
108,7VCQ,1,240L,-7,85.6
108,7VCQ,1,240L,-6,88.8
108,7VCQ,1,240L,-5,95.6
108,7VCQ,1,240L,-4,2.6
108,7VCQ,1,240L,-3,11.4
108,7VCQ,1,240L,-2,16.6
108,7VCQ,1,240L,-1,19.8
108,7VCQ,1,240L,0,31.1
109,FOY2RW,1,240L,-29,60.2
109,FOY2RW,1,240L,-28,64.9
109,FOY2RW,1,240L,-27,74.4
109,FOY2RW,1,240L,-26,79.3
109,FOY2RW,1,240L,-25,87.2
109,FOY2RW,1,240L,-24,93.4
109,FOY2RW,1,240L,-23,3.5
109,FOY2RW,1,240L,-22,10.3
109,FOY2RW,1,240L,-21,14.2
109,FOY2RW,1,240L,-20,21.0
109,FOY2RW,1,240L,-19,27.1
109,FOY2RW,1,240L,-18,36.0
109,FOY2RW,1,240L,-17,40.6
109,FOY2RW,1,240L,-16,47.3
109,FOY2RW,1,240L,-15,56.1
109,FOY2RW,1,240L,-14,60.6
109,FOY2RW,1,240L,-13,68.1
109,FOY2RW,1,240L,-12,72.5
109,FOY2RW,1,240L,-11,82.7
109,FOY2RW,1,240L,-10,91.3
109,FOY2RW,1,240L,-9,96.3
109,FOY2RW,1,240L,-8,4.1
109,FOY2RW,1,240L,-7,7.4
109,FOY2RW,1,240L,-6,15.8
109,FOY2RW,1,240L,-5,20.8
109,FOY2RW,1,240L,-4,28.6
109,FOY2RW,1,240L,-3,36.9
109,FOY2RW,1,240L,-2,42.6
109,FOY2RW,1,240L,-1,47.1
109,FOY2RW,1,240L,0,54.0
110,7T6P,1,120L,-29,17.1
110,7T6P,1,120L,-28,20.5
110,7T6P,1,120L,-27,20.0
110,7T6P,1,120L,-26,29.4
110,7T6P,1,120L,-25,33.1
110,7T6P,1,120L,-24,33.8
110,7T6P,1,120L,-23,40.0
110,7T6P,1,120L,-22,46.6
110,7T6P,1,120L,-21,50.2
110,7T6P,1,120L,-20,51.8
110,7T6P,1,120L,-19,59.1
110,7T6P,1,120L,-18,59.4
110,7T6P,1,120L,-17,66.6
110,7T6P,1,120L,-16,73.1
110,7T6P,1,120L,-15,75.8
110,7T6P,1,120L,-14,79.5
110,7T6P,1,120L,-13,86.0
110,7T6P,1,120L,-12,90.5
110,7T6P,1,120L,-11,95.4
110,7T6P,1,120L,-10,99.2
110,7T6P,1,120L,-9,3.9
110,7T6P,1,120L,-8,7.8
110,7T6P,1,120L,-7,11.5
110,7T6P,1,120L,-6,15.7
110,7T6P,1,120L,-5,19.6
110,7T6P,1,120L,-4,22.5
110,7T6P,1,120L,-3,27.3
110,7T6P,1,120L,-2,32.8
110,7T6P,1,120L,-1,37.9
110,7T6P,1,120L,0,44.2
111,DL7T,1,120L,-29,40.2
111,DL7T,1,120L,-28,44.1
111,DL7T,1,120L,-27,45.9
111,DL7T,1,120L,-26,50.9
111,DL7T,1,120L,-25,53.4
111,DL7T,1,120L,-24,59.5
111,DL7T,1,120L,-23,62.2
111,DL7T,1,120L,-22,63.3
111,DL7T,1,120L,-21,69.1
111,DL7T,1,120L,-20,75.1
111,DL7T,1,120L,-19,76.1
111,DL7T,1,120L,-18,80.8
111,DL7T,1,120L,-17,84.7
111,DL7T,1,120L,-16,86.1
111,DL7T,1,120L,-15,92.2
111,DL7T,1,120L,-14,93.1
111,DL7T,1,120L,-13,98.1
111,DL7T,1,120L,-12,4.4
111,DL7T,1,120L,-11,7.1
111,DL7T,1,120L,-10,9.8
111,DL7T,1,120L,-9,14.7
111,DL7T,1,120L,-8,17.7
111,DL7T,1,120L,-7,21.6
111,DL7T,1,120L,-6,26.4
111,DL7T,1,120L,-5,28.1
111,DL7T,1,120L,-4,33.0
111,DL7T,1,120L,-3,36.2
111,DL7T,1,120L,-2,38.1
111,DL7T,1,120L,-1,42.8
111,DL7T,1,120L,0,50.4
112,L4APOF,1,120L,-29,93.6
112,L4APOF,1,120L,-28,0.7
112,L4APOF,1,120L,-27,8.2
112,L4APOF,1,120L,-26,10.5
112,L4APOF,1,120L,-25,17.8
112,L4APOF,1,120L,-24,21.3
112,L4APOF,1,120L,-23,26.4
112,L4APOF,1,120L,-22,28.7
112,L4APOF,1,120L,-21,37.1
112,L4APOF,1,120L,-20,40.1
112,L4APOF,1,120L,-19,46.9
112,L4APOF,1,120L,-18,49.4
112,L4APOF,1,120L,-17,55.8
112,L4APOF,1,120L,-16,61.0
112,L4APOF,1,120L,-15,65.2
112,L4APOF,1,120L,-14,71.1
112,L4APOF,1,120L,-13,75.0
112,L4APOF,1,120L,-12,79.4
112,L4APOF,1,120L,-11,87.8
112,L4APOF,1,120L,-10,91.9
112,L4APOF,1,120L,-9,94.1
112,L4APOF,1,120L,-8,1.1
112,L4APOF,1,120L,-7,4.1
112,L4APOF,1,120L,-6,8.4
112,L4APOF,1,120L,-5,16.7
112,L4APOF,1,120L,-4,17.6
112,L4APOF,1,120L,-3,26.5
112,L4APOF,1,120L,-2,29.7
112,L4APOF,1,120L,-1,34.7
112,L4APOF,1,120L,0,40.6
113,7QZLCR,1,1.100L,-29,63.1
113,7QZLCR,1,1.100L,-28,74.7
113,7QZLCR,1,1.100L,-27,83.1
113,7QZLCR,1,1.100L,-26,90.3
113,7QZLCR,1,1.100L,-25,1.2
113,7QZLCR,1,1.100L,-24,12.8
113,7QZLCR,1,1.100L,-23,22.5
113,7QZLCR,1,1.100L,-22,30.3
113,7QZLCR,1,1.100L,-21,36.7
113,7QZLCR,1,1.100L,-20,48.5
113,7QZLCR,1,1.100L,-19,58.3
113,7QZLCR,1,1.100L,-18,67.3
113,7QZLCR,1,1.100L,-17,76.7
113,7QZLCR,1,1.100L,-16,85.3
113,7QZLCR,1,1.100L,-15,93.9
113,7QZLCR,1,1.100L,-14,2.4
113,7QZLCR,1,1.100L,-13,9.7
113,7QZLCR,1,1.100L,-12,22.3
113,7QZLCR,1,1.100L,-11,31.4
113,7QZLCR,1,1.100L,-10,41.2
113,7QZLCR,1,1.100L,-9,47.6
113,7QZLCR,1,1.100L,-8,59.9
113,7QZLCR,1,1.100L,-7,71.2
113,7QZLCR,1,1.100L,-6,77.5
113,7QZLCR,1,1.100L,-5,86.6
113,7QZLCR,1,1.100L,-4,96.4
113,7QZLCR,1,1.100L,-3,8.3
113,7QZLCR,1,1.100L,-2,12.9
113,7QZLCR,1,1.100L,-1,24.0
113,7QZLCR,1,1.100L,0,31.8
114,CUGP,1,120L,-29,25.2
114,CUGP,1,120L,-28,31.3
114,CUGP,1,120L,-27,34.6
114,CUGP,1,120L,-26,38.8
114,CUGP,1,120L,-25,48.4
114,CUGP,1,120L,-24,49.4
114,CUGP,1,120L,-23,54.6
114,CUGP,1,120L,-22,58.2
114,CUGP,1,120L,-21,68.3
114,CUGP,1,120L,-20,73.0
114,CUGP,1,120L,-19,80.6
114,CUGP,1,120L,-18,80.2
114,CUGP,1,120L,-17,89.9
114,CUGP,1,120L,-16,93.2
114,CUGP,1,120L,-15,99.6
114,CUGP,1,120L,-14,1.3
114,CUGP,1,120L,-13,11.4
114,CUGP,1,120L,-12,15.7
114,CUGP,1,120L,-11,19.8
114,CUGP,1,120L,-10,26.2
114,CUGP,1,120L,-9,29.5
114,CUGP,1,120L,-8,35.2
114,CUGP,1,120L,-7,40.7
114,CUGP,1,120L,-6,44.0
114,CUGP,1,120L,-5,53.4
114,CUGP,1,120L,-4,59.3
114,CUGP,1,120L,-3,61.8
114,CUGP,1,120L,-2,68.8
114,CUGP,1,120L,-1,73.2
114,CUGP,1,120L,0,79.5
115,AWBU,1,120L,-29,61.5
115,AWBU,1,120L,-28,68.7
115,AWBU,1,120L,-27,71.3
115,AWBU,1,120L,-26,78.8
115,AWBU,1,120L,-25,80.1
115,AWBU,1,120L,-24,83.0
115,AWBU,1,120L,-23,90.5
115,AWBU,1,120L,-22,94.0
115,AWBU,1,120L,-21,98.4
115,AWBU,1,120L,-20,3.4
115,AWBU,1,120L,-19,5.0
115,AWBU,1,120L,-18,10.1
115,AWBU,1,120L,-17,14.4
115,AWBU,1,120L,-16,17.0
115,AWBU,1,120L,-15,22.8
115,AWBU,1,120L,-14,29.6
115,AWBU,1,120L,-13,32.2
115,AWBU,1,120L,-12,34.2
115,AWBU,1,120L,-11,38.2
115,AWBU,1,120L,-10,47.3
115,AWBU,1,120L,-9,49.0
115,AWBU,1,120L,-8,52.5
115,AWBU,1,120L,-7,57.4
115,AWBU,1,120L,-6,59.9
115,AWBU,1,120L,-5,68.5
115,AWBU,1,120L,-4,70.1
115,AWBU,1,120L,-3,77.1
115,AWBU,1,120L,-2,79.4
115,AWBU,1,120L,-1,85.8
115,AWBU,1,120L,0,88.4
116,LDNFET,1,240L,-29,11.5
116,LDNFET,1,240L,-28,16.5
116,LDNFET,1,240L,-27,20.9
116,LDNFET,1,240L,-26,29.5
116,LDNFET,1,240L,-25,30.5
116,LDNFET,1,240L,-24,37.2
116,LDNFET,1,240L,-23,42.6
116,LDNFET,1,240L,-22,48.5
116,LDNFET,1,240L,-21,52.6
116,LDNFET,1,240L,-20,59.0
116,LDNFET,1,240L,-19,63.6
116,LDNFET,1,240L,-18,66.8
116,LDNFET,1,240L,-17,74.5
116,LDNFET,1,240L,-16,78.2
116,LDNFET,1,240L,-15,82.5
116,LDNFET,1,240L,-14,90.7
116,LDNFET,1,240L,-13,96.5
116,LDNFET,1,240L,-12,1.9
116,LDNFET,1,240L,-11,7.3
116,LDNFET,1,240L,-10,8.9
116,LDNFET,1,240L,-9,15.0
116,LDNFET,1,240L,-8,25.4
116,LDNFET,1,240L,-7,26.2
116,LDNFET,1,240L,-6,34.0
116,LDNFET,1,240L,-5,37.4
116,LDNFET,1,240L,-4,43.8
116,LDNFET,1,240L,-3,48.1
116,LDNFET,1,240L,-2,55.2
116,LDNFET,1,240L,-1,59.9
116,LDNFET,1,240L,0,64.3
117,5CNOGA,1,120L,-29,50.8
117,5CNOGA,1,120L,-28,54.4
117,5CNOGA,1,120L,-27,62.8
117,5CNOGA,1,120L,-26,72.0
117,5CNOGA,1,120L,-25,75.9
117,5CNOGA,1,120L,-24,80.9
117,5CNOGA,1,120L,-23,85.5
117,5CNOGA,1,120L,-22,88.6
117,5CNOGA,1,120L,-21,95.5
117,5CNOGA,1,120L,-20,5.2
117,5CNOGA,1,120L,-19,8.0
117,5CNOGA,1,120L,-18,14.0
117,5CNOGA,1,120L,-17,20.7
117,5CNOGA,1,120L,-16,25.3
117,5CNOGA,1,120L,-15,30.9
117,5CNOGA,1,120L,-14,38.6
117,5CNOGA,1,120L,-13,43.2
117,5CNOGA,1,120L,-12,49.3
117,5CNOGA,1,120L,-11,55.1
117,5CNOGA,1,120L,-10,62.9
117,5CNOGA,1,120L,-9,67.7
117,5CNOGA,1,120L,-8,73.7
117,5CNOGA,1,120L,-7,80.7
117,5CNOGA,1,120L,-6,85.5
117,5CNOGA,1,120L,-5,91.2
117,5CNOGA,1,120L,-4,98.2
117,5CNOGA,1,120L,-3,4.4
117,5CNOGA,1,120L,-2,9.0
117,5CNOGA,1,120L,-1,15.2
117,5CNOGA,1,120L,0,19.8
118,CMJT,1,120L,-29,37.5
118,CMJT,1,120L,-28,41.4
118,CMJT,1,120L,-27,45.1
118,CMJT,1,120L,-26,48.7
118,CMJT,1,120L,-25,53.6
118,CMJT,1,120L,-24,57.9
118,CMJT,1,120L,-23,61.8
118,CMJT,1,120L,-22,64.2
118,CMJT,1,120L,-21,70.4
118,CMJT,1,120L,-20,72.6
118,CMJT,1,120L,-19,77.1
118,CMJT,1,120L,-18,80.6
118,CMJT,1,120L,-17,84.4
118,CMJT,1,120L,-16,86.9
118,CMJT,1,120L,-15,93.0
118,CMJT,1,120L,-14,100.0
118,CMJT,1,120L,-13,99.3
118,CMJT,1,120L,-12,3.9
118,CMJT,1,120L,-11,7.0
118,CMJT,1,120L,-10,10.9
118,CMJT,1,120L,-9,17.9
118,CMJT,1,120L,-8,18.5
118,CMJT,1,120L,-7,22.7
118,CMJT,1,120L,-6,25.0
118,CMJT,1,120L,-5,30.2
118,CMJT,1,120L,-4,32.7
118,CMJT,1,120L,-3,40.1
118,CMJT,1,120L,-2,47.3
118,CMJT,1,120L,-1,46.5
118,CMJT,1,120L,0,48.5
119,VRJU,1,120L,-29,3.7
119,VRJU,1,120L,-28,10.6
119,VRJU,1,120L,-27,12.1
119,VRJU,1,120L,-26,15.4
119,VRJU,1,120L,-25,20.0
119,VRJU,1,120L,-24,25.2
119,VRJU,1,120L,-23,27.6
119,VRJU,1,120L,-22,31.1
119,VRJU,1,120L,-21,35.4
119,VRJU,1,120L,-20,37.7
119,VRJU,1,120L,-19,44.0
119,VRJU,1,120L,-18,44.6
119,VRJU,1,120L,-17,50.5
119,VRJU,1,120L,-16,56.2
119,VRJU,1,120L,-15,59.4
119,VRJU,1,120L,-14,63.7
119,VRJU,1,120L,-13,66.6
119,VRJU,1,120L,-12,72.3
119,VRJU,1,120L,-11,75.8
119,VRJU,1,120L,-10,79.0
119,VRJU,1,120L,-9,83.6
119,VRJU,1,120L,-8,87.2
119,VRJU,1,120L,-7,89.2
119,VRJU,1,120L,-6,91.8
119,VRJU,1,120L,-5,98.3
119,VRJU,1,120L,-4,2.3
119,VRJU,1,120L,-3,7.0
119,VRJU,1,120L,-2,7.9
119,VRJU,1,120L,-1,11.8
119,VRJU,1,120L,0,17.7
120,4YA6,1,120L,-29,7.2
120,4YA6,1,120L,-28,7.6
120,4YA6,1,120L,-27,12.7
120,4YA6,1,120L,-26,20.0
120,4YA6,1,120L,-25,24.4
120,4YA6,1,120L,-24,23.6
120,4YA6,1,120L,-23,28.7
120,4YA6,1,120L,-22,33.1
120,4YA6,1,120L,-21,39.5
120,4YA6,1,120L,-20,39.8
120,4YA6,1,120L,-19,43.6
120,4YA6,1,120L,-18,50.4
120,4YA6,1,120L,-17,51.3
120,4YA6,1,120L,-16,56.7
120,4YA6,1,120L,-15,57.2
120,4YA6,1,120L,-14,62.9
120,4YA6,1,120L,-13,64.5
120,4YA6,1,120L,-12,69.2
120,4YA6,1,120L,-11,75.8
120,4YA6,1,120L,-10,78.2
120,4YA6,1,120L,-9,81.6
120,4YA6,1,120L,-8,84.7
120,4YA6,1,120L,-7,89.3
120,4YA6,1,120L,-6,93.8
120,4YA6,1,120L,-5,98.6
120,4YA6,1,120L,-4,0.0
120,4YA6,1,120L,-3,3.4
120,4YA6,1,120L,-2,8.7
120,4YA6,1,120L,-1,12.1
120,4YA6,1,120L,0,16.6
121,MPB5UZ,1,120L,-29,62.1
121,MPB5UZ,1,120L,-28,65.2
121,MPB5UZ,1,120L,-27,69.0
121,MPB5UZ,1,120L,-26,74.5
121,MPB5UZ,1,120L,-25,75.2
121,MPB5UZ,1,120L,-24,79.6
121,MPB5UZ,1,120L,-23,83.4
121,MPB5UZ,1,120L,-22,88.9
121,MPB5UZ,1,120L,-21,89.5
121,MPB5UZ,1,120L,-20,94.8
121,MPB5UZ,1,120L,-19,98.7
121,MPB5UZ,1,120L,-18,0.2
121,MPB5UZ,1,120L,-17,3.4
121,MPB5UZ,1,120L,-16,6.6
121,MPB5UZ,1,120L,-15,10.2
121,MPB5UZ,1,120L,-14,15.3
121,MPB5UZ,1,120L,-13,17.8
121,MPB5UZ,1,120L,-12,21.2
121,MPB5UZ,1,120L,-11,22.6
121,MPB5UZ,1,120L,-10,26.2
121,MPB5UZ,1,120L,-9,34.3
121,MPB5UZ,1,120L,-8,34.3
121,MPB5UZ,1,120L,-7,36.8
121,MPB5UZ,1,120L,-6,43.6
121,MPB5UZ,1,120L,-5,45.3
121,MPB5UZ,1,120L,-4,49.1
121,MPB5UZ,1,120L,-3,51.5
121,MPB5UZ,1,120L,-2,54.7
121,MPB5UZ,1,120L,-1,58.3
121,MPB5UZ,1,120L,0,59.9
122,UJED,1,240L,-29,13.4
122,UJED,1,240L,-28,16.3
122,UJED,1,240L,-27,18.2
122,UJED,1,240L,-26,27.1
122,UJED,1,240L,-25,36.8
122,UJED,1,240L,-24,39.6
122,UJED,1,240L,-23,42.6
122,UJED,1,240L,-22,50.2
122,UJED,1,240L,-21,53.7
122,UJED,1,240L,-20,58.4
122,UJED,1,240L,-19,65.4
122,UJED,1,240L,-18,71.6
122,UJED,1,240L,-17,74.2
122,UJED,1,240L,-16,80.8
122,UJED,1,240L,-15,88.1
122,UJED,1,240L,-14,93.0
122,UJED,1,240L,-13,99.7
122,UJED,1,240L,-12,2.8
122,UJED,1,240L,-11,11.2
122,UJED,1,240L,-10,13.9
122,UJED,1,240L,-9,23.7
122,UJED,1,240L,-8,24.2
122,UJED,1,240L,-7,30.6
122,UJED,1,240L,-6,38.4
122,UJED,1,240L,-5,45.8
122,UJED,1,240L,-4,49.4
122,UJED,1,240L,-3,55.3
122,UJED,1,240L,-2,60.0
122,UJED,1,240L,-1,63.9
122,UJED,1,240L,0,70.3
123,7GNE,1,120L,-29,84.1
123,7GNE,1,120L,-28,90.6
123,7GNE,1,120L,-27,92.4
123,7GNE,1,120L,-26,98.6
123,7GNE,1,120L,-25,0.2
123,7GNE,1,120L,-24,6.6
123,7GNE,1,120L,-23,9.5
123,7GNE,1,120L,-22,16.3
123,7GNE,1,120L,-21,18.8
123,7GNE,1,120L,-20,24.2
123,7GNE,1,120L,-19,25.2
123,7GNE,1,120L,-18,30.5
123,7GNE,1,120L,-17,32.9
123,7GNE,1,120L,-16,37.8
123,7GNE,1,120L,-15,42.1
123,7GNE,1,120L,-14,45.4
123,7GNE,1,120L,-13,48.7
123,7GNE,1,120L,-12,52.5
123,7GNE,1,120L,-11,55.1
123,7GNE,1,120L,-10,61.1
123,7GNE,1,120L,-9,67.6
123,7GNE,1,120L,-8,68.3
123,7GNE,1,120L,-7,72.7
123,7GNE,1,120L,-6,81.5
123,7GNE,1,120L,-5,81.9
123,7GNE,1,120L,-4,87.3
123,7GNE,1,120L,-3,91.9
123,7GNE,1,120L,-2,95.9
123,7GNE,1,120L,-1,96.7
123,7GNE,1,120L,0,2.7
124,7EKJ,1,120L,-29,87.3
124,7EKJ,1,120L,-28,91.4
124,7EKJ,1,120L,-27,94.7
124,7EKJ,1,120L,-26,97.3
124,7EKJ,1,120L,-25,4.9
124,7EKJ,1,120L,-24,9.8
124,7EKJ,1,120L,-23,8.7
124,7EKJ,1,120L,-22,10.7
124,7EKJ,1,120L,-21,12.6
124,7EKJ,1,120L,-20,18.9
124,7EKJ,1,120L,-19,22.1
124,7EKJ,1,120L,-18,24.9
124,7EKJ,1,120L,-17,29.5
124,7EKJ,1,120L,-16,33.0
124,7EKJ,1,120L,-15,36.2
124,7EKJ,1,120L,-14,38.5
124,7EKJ,1,120L,-13,40.6
124,7EKJ,1,120L,-12,46.6
124,7EKJ,1,120L,-11,48.9
124,7EKJ,1,120L,-10,53.5
124,7EKJ,1,120L,-9,56.6
124,7EKJ,1,120L,-8,56.6
124,7EKJ,1,120L,-7,59.8
124,7EKJ,1,120L,-6,64.2
124,7EKJ,1,120L,-5,67.0
124,7EKJ,1,120L,-4,73.0
124,7EKJ,1,120L,-3,75.7
124,7EKJ,1,120L,-2,80.1
124,7EKJ,1,120L,-1,82.3
124,7EKJ,1,120L,0,85.3
125,7AS6,1,120L,-29,16.9
125,7AS6,1,120L,-28,20.8
125,7AS6,1,120L,-27,27.3
125,7AS6,1,120L,-26,29.7
125,7AS6,1,120L,-25,33.5
125,7AS6,1,120L,-24,37.2
125,7AS6,1,120L,-23,43.9
125,7AS6,1,120L,-22,49.2
125,7AS6,1,120L,-21,51.7
125,7AS6,1,120L,-20,58.2
125,7AS6,1,120L,-19,57.7
125,7AS6,1,120L,-18,65.0
125,7AS6,1,120L,-17,69.5
125,7AS6,1,120L,-16,72.9
125,7AS6,1,120L,-15,82.0
125,7AS6,1,120L,-14,82.7
125,7AS6,1,120L,-13,86.7
125,7AS6,1,120L,-12,91.8
125,7AS6,1,120L,-11,93.2
125,7AS6,1,120L,-10,0.0
125,7AS6,1,120L,-9,6.5
125,7AS6,1,120L,-8,8.5
125,7AS6,1,120L,-7,12.7
125,7AS6,1,120L,-6,20.3
125,7AS6,1,120L,-5,24.8
125,7AS6,1,120L,-4,28.0
125,7AS6,1,120L,-3,31.0
125,7AS6,1,120L,-2,35.8
125,7AS6,1,120L,-1,39.4
125,7AS6,1,120L,0,43.5
126,CQS7,1,120L,-29,26.2
126,CQS7,1,120L,-28,30.5
126,CQS7,1,120L,-27,38.3
126,CQS7,1,120L,-26,43.5
126,CQS7,1,120L,-25,50.8
126,CQS7,1,120L,-24,52.3
126,CQS7,1,120L,-23,58.9
126,CQS7,1,120L,-22,64.0
126,CQS7,1,120L,-21,68.3
126,CQS7,1,120L,-20,74.9
126,CQS7,1,120L,-19,80.1
126,CQS7,1,120L,-18,84.5
126,CQS7,1,120L,-17,88.7
126,CQS7,1,120L,-16,93.7
126,CQS7,1,120L,-15,97.3
126,CQS7,1,120L,-14,3.2
126,CQS7,1,120L,-13,8.6
126,CQS7,1,120L,-12,13.0
126,CQS7,1,120L,-11,20.4
126,CQS7,1,120L,-10,26.7
126,CQS7,1,120L,-9,28.6
126,CQS7,1,120L,-8,35.5
126,CQS7,1,120L,-7,38.7
126,CQS7,1,120L,-6,44.9
126,CQS7,1,120L,-5,49.4
126,CQS7,1,120L,-4,56.5
126,CQS7,1,120L,-3,59.6
126,CQS7,1,120L,-2,67.3
126,CQS7,1,120L,-1,70.5
126,CQS7,1,120L,0,75.0
127,OTAV,1,120L,-29,13.2
127,OTAV,1,120L,-28,17.7
127,OTAV,1,120L,-27,20.3
127,OTAV,1,120L,-26,26.8
127,OTAV,1,120L,-25,29.2
127,OTAV,1,120L,-24,30.1
127,OTAV,1,120L,-23,33.7
127,OTAV,1,120L,-22,38.4
127,OTAV,1,120L,-21,40.0
127,OTAV,1,120L,-20,46.6
127,OTAV,1,120L,-19,48.9
127,OTAV,1,120L,-18,52.3
127,OTAV,1,120L,-17,56.5
127,OTAV,1,120L,-16,61.6
127,OTAV,1,120L,-15,62.9
127,OTAV,1,120L,-14,66.0
127,OTAV,1,120L,-13,72.0
127,OTAV,1,120L,-12,74.7
127,OTAV,1,120L,-11,76.4
127,OTAV,1,120L,-10,80.4
127,OTAV,1,120L,-9,84.3
127,OTAV,1,120L,-8,88.1
127,OTAV,1,120L,-7,89.0
127,OTAV,1,120L,-6,92.3
127,OTAV,1,120L,-5,96.9
