Car,Datetime,Id,Capacity,Address,route_id,fill_level,latitudine,longitudine
SB-25-SOM,2024-10-15 09:14:29+00:00,4VYR,120L,"Strada Lutului 36, Sibiu, Romania",1,14%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:14:32+00:00,SNVZ,120L,"Strada Lutului 31, Sibiu, Romania",1,84%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:14:42+00:00,FFFY,120L,"Strada Lutului 34, Sibiu, Romania",1,3%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:14:54+00:00,FN4Z,120L,"Strada Lutului 29, Sibiu, Romania",1,2%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:15:12+00:00,YABH,120L,"Strada Lutului 32, Sibiu, Romania",1,26%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:15:32+00:00,WV3D,120L,"Strada Ulmului 21, Sibiu, Romania",1,86%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:16:13+00:00,N7YA,120L,"Strada Lutului 22, Sibiu, Romania",1,92%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:16:15+00:00,XFJB4O,120L,"Strada Lutului 17, Sibiu, Romania",1,42%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:16:47+00:00,NDM7,120L,"Strada Lutului 14, Sibiu, Romania",1,90%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:17:11+00:00,AVVB,120L,"Strada Lutului 8, Sibiu, Romania",1,4%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:18:59+00:00,YANR,120L,"Strada Sperantei 5, Sibiu, Romania",1,51%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:20:35+00:00,KIKG,120L,"Strada Carpaților 2, Sibiu, Romania",1,93%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:20:58+00:00,YIEA,120L,"Strada Carpaților 3 B, Sibiu, Romania",1,16%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:21:29+00:00,DOAY,120L,"Strada Carpaților 9, Sibiu, Romania",1,10%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:23:27+00:00,PWCW,120L,"Strada Carpaților 15, Sibiu, Romania",1,15%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:23:49+00:00,BT77,120L,"Strada Carpaților 17, Sibiu, Romania",1,35%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:23:55+00:00,OXYS,120L,"Strada Carpaților 16 A, Sibiu, Romania",1,0%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:25:01+00:00,JCPQ,120L,"Strada Carpaților 21, Sibiu, Romania",1,12%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:25:26+00:00,QE67,120L,"Strada Carpaților 23, Sibiu, Romania",1,66%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:25:43+00:00,U6RM,120L,"Strada Carpaților 25, Sibiu, Romania",1,53%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:26:12+00:00,C7GGQV,120L,"Strada Carpaților 29, Sibiu, Romania",1,33%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:26:21+00:00,H644,120L,"Strada Carpaților 28, Sibiu, Romania",1,7%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:26:47+00:00,R7PR,120L,"Strada Carpaților 31, Sibiu, Romania",1,10%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:27:10+00:00,6LTW,120L,"Strada Carpaților 33, Sibiu, Romania",1,23%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:28:16+00:00,SCSO,120L,"Strada Margaretelor 41, Sibiu, Romania",1,27%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:28:46+00:00,LP4Y,120L,"Strada Țiglarilor 39, Sibiu, Romania",1,87%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:29:11+00:00,6MZI,120L,"Strada Țiglarilor 35 A, Sibiu, Romania",1,75%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:30:02+00:00,6LPK,120L,"Strada Țiglarilor 33 A, Sibiu, Romania",1,30%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:30:40+00:00,F3DJ,120L,"Strada Țiglarilor 25, Sibiu, Romania",1,29%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:30:51+00:00,K2PH,120L,"Strada Țiglarilor 21, Sibiu, Romania",1,54%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:31:19+00:00,X5VJW2,120L,"Strada Țiglarilor 25, Sibiu, Romania",1,33%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:32:07+00:00,MHKA,120L,"Strada Țiglarilor 11, Sibiu, Romania",1,86%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:32:36+00:00,2ZO3T5,240L,"Strada Țiglarilor 7, Sibiu, Romania",1,74%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:32:41+00:00,5SD4,120L,"Strada Țiglarilor 7, Sibiu, Romania",1,91%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:33:19+00:00,WXUT,120L,"Strada Țiglarilor 3, Sibiu, Romania",1,54%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:33:43+00:00,6K5E,120L,"Strada Țiglarilor 3 A, Sibiu, Romania",1,87%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:34:22+00:00,X6LQ,120L,"Strada Lungă 53, Sibiu, Romania",1,78%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:35:02+00:00,FXZL,120L,"Strada Lungă 47, Sibiu, Romania",1,0%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:36:06+00:00,LRDP,120L,"Strada Lungă 37, Sibiu, Romania",1,13%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:36:21+00:00,6CJM,120L,"Strada Lungă 35 C, Sibiu, Romania",1,94%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:36:25+00:00,6DTX,120L,"Strada Lungă 35 A, Sibiu, Romania",1,45%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:37:16+00:00,UKOAXG,120L,"Strada Lungă 35, Sibiu, Romania",1,65%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:37:21+00:00,FX6X,120L,"Strada Lungă 35, Sibiu, Romania",1,47%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:37:57+00:00,WSNJB3,120L,"Strada Lungă 35, Sibiu, Romania",1,35%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:38:00+00:00,JF43EY,120L,"Strada Lungă 40, Sibiu, Romania",1,16%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:38:20+00:00,6WVIGL,120L,"Strada Lungă 35, Sibiu, Romania",1,71%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:39:14+00:00,WQJ4,120L,"Strada Lungă 31, Sibiu, Romania",1,69%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:39:17+00:00,FTXO,120L,"Strada Lungă 31, Sibiu, Romania",1,71%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:39:50+00:00,2MCS,120L,"Strada Lungă 29, Sibiu, Romania",1,24%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:41:47+00:00,3AFF,120L,"Strada Lungă 17 A, Sibiu, Romania",1,81%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:42:58+00:00,IQXF,1.100L,"Strada Lungă 9, Sibiu, Romania",1,58%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:44:32+00:00,IATBI7,120L,"Strada Lungă 7, Sibiu, Romania",1,99%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:44:34+00:00,BESN,120L,"Strada Lungă 7, Sibiu, Romania",1,39%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:47:34+00:00,RRYH,120L,"Strada Ion Luca Caragiale 1, Sibiu, Romania",1,94%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:47:58+00:00,G4N6,120L,"Strada Ion Luca Caragiale 2, Sibiu, Romania",1,60%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:48:46+00:00,7CX2,120L,"Strada Ion Luca Caragiale 2, Sibiu, Romania",1,50%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:49:26+00:00,RSK3LI,120L,"Ion Luca Caragiale 8, Sibiu, Romania",1,33%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:50:55+00:00,6BJBLA,120L,"Strada Reconstrucției 2 A, Sibiu, Romania",1,63%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:51:37+00:00,U67K,120L,"Strada Lungă 2 E, Sibiu, Romania",1,17%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:51:40+00:00,4UBK,120L,"Strada Râului 22 A, Sibiu, Romania",1,47%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:52:49+00:00,435TFU,120L,"Strada Lungă 2, Sibiu, Romania",1,54%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:53:40+00:00,5PA5,240L,"Strada Lungă 8 D, Sibiu, Romania",1,21%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:53:46+00:00,SBWR,120L,"Strada Lungă 6, Sibiu, Romania",1,51%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:53:48+00:00,PITBY7,240L,"Strada Lungă 8, Sibiu, Romania",1,43%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:54:06+00:00,EOJ7T5,240L,"Strada Lungă 8 C, Sibiu, Romania",1,60%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:54:13+00:00,7VYE37,240L,"Strada Lungă 8, Sibiu, Romania",1,97%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:54:26+00:00,5PME,240L,"Strada Lungă 8 B, Sibiu, Romania",1,46%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:55:01+00:00,KVT7,120L,"Strada Lungă 12, Sibiu, Romania",1,36%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:55:03+00:00,4YZE4J,120L,"Strada Lungă 10, Sibiu, Romania",1,62%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:56:30+00:00,BV2OVR,120L,"Strada Lungă 16, Sibiu, Romania",1,58%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:57:22+00:00,ITS2,120L,"Strada Lungă 22, Sibiu, Romania",1,94%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:57:23+00:00,5M7N,240L,"Strada Lungă 22 B, Sibiu, Romania",1,30%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:58:08+00:00,5FEK,120L,"Strada Lungă 26 A, Sibiu, Romania",1,62%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 09:58:41+00:00,6ZGKYZ,240L,"Strada Lungă 26, Sibiu, Romania",1,32%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:01:23+00:00,5CDN,120L,"Strada General Bălan 42, Sibiu, Romania",1,62%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:01:26+00:00,PEIN,120L,"Strada Lungă 33, Sibiu, Romania",1,16%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:01:55+00:00,FOAUWV,240L,"Strada General Bălan 51, Sibiu, Romania",1,84%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:01:59+00:00,IANB,120L,"Strada General Bălan 51, Sibiu, Romania",1,40%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:02:32+00:00,6RCW,120L,"Strada General Bălan 40, Sibiu, Romania",1,6%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:02:35+00:00,OJJ3,120L,"Strada General Bălan 47, Sibiu, Romania",1,7%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:02:46+00:00,PI7FPO,120L,"Strada General Bălan 47, Sibiu, Romania",1,16%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:04:26+00:00,MB3T,120L,"Strada Lungă 25, Sibiu, Romania",1,48%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:04:35+00:00,DAES,120L,"Strada General Bălan 37, Sibiu, Romania",1,89%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:05:01+00:00,QKYD,120L,"Strada General Bălan 35, Sibiu, Romania",1,62%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:05:03+00:00,6732,120L,"Strada General Bălan 34, Sibiu, Romania",1,89%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:05:50+00:00,OCG2,120L,"Strada General Bălan 33, Sibiu, Romania",1,92%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:06:55+00:00,BGGG,120L,"Strada General Bălan 28, Sibiu, Romania",1,77%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:07:22+00:00,63TS,120L,"Strada General Bălan 28, Sibiu, Romania",1,36%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:07:27+00:00,5R2U,120L,"Strada General Bălan 27, Sibiu, Romania",1,82%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:07:54+00:00,B2RM,120L,"Strada General Bălan 23, Sibiu, Romania",1,60%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:08:07+00:00,UFIX,120L,"Strada General Bălan 24, Sibiu, Romania",1,58%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:08:11+00:00,YWXV37,120L,"Strada General Bălan 21, Sibiu, Romania",1,17%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:08:30+00:00,LKP3XO,120L,"Strada General Bălan 22, Sibiu, Romania",1,29%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:08:32+00:00,QZMA,120L,"Strada General Bălan 19, Sibiu, Romania",1,83%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:09:07+00:00,NNJ2KY,120L,"Strada General Bălan 18, Sibiu, Romania",1,13%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:09:41+00:00,6BQJ,120L,"Strada General Bălan 14, Sibiu, Romania",1,93%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:09:43+00:00,JA5YGO,120L,"Strada General Bălan 11, Sibiu, Romania",1,60%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:10:23+00:00,EXNZ,120L,"Strada General Bălan 12, Sibiu, Romania",1,85%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:11:23+00:00,OO4C,120L,"Strada General Bălan 10, Sibiu, Romania",1,46%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:11:56+00:00,HW34,120L,"Strada General Bălan 5, Sibiu, Romania",1,94%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:50:30+00:00,TDAR,120L,"Strada Honterus 2, Sibiu, Romania",1,88%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:50:35+00:00,BDI4,120L,"Strada Înfrățirii 17, Sibiu, Romania",1,34%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:51:23+00:00,Z3HP,120L,"Strada Honterus 7, Sibiu, Romania",1,4%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:51:27+00:00,KY4M,120L,"Strada Honterus 6, Sibiu, Romania",1,78%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:52:04+00:00,WAFM,120L,"Strada Honterus 12, Sibiu, Romania",1,0%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:52:23+00:00,H7AM,120L,"Strada Honterus 13, Sibiu, Romania",1,62%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:52:42+00:00,ZBXZFK,120L,"Strada Honterus 26, Sibiu, Romania",1,88%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:54:01+00:00,U4YY,120L,"Strada Honterus 38, Sibiu, Romania",1,25%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:54:40+00:00,6QMX,120L,"Strada Honterus 33, Sibiu, Romania",1,81%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:54:53+00:00,VJBQ,120L,"Strada Honterus 35, Sibiu, Romania",1,58%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:56:30+00:00,MFIU,120L,"Strada Democrației 42, Sibiu, Romania",1,79%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:56:46+00:00,BNZ7,120L,"Strada Democrației 39, Sibiu, Romania",1,37%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:58:27+00:00,6I6E,120L,"Strada Democrației 33, Sibiu, Romania",1,70%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:58:42+00:00,2KZ2,120L,"Strada Democrației 32, Sibiu, Romania",1,39%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:58:47+00:00,WIBG,120L,"Strada Democrației 29, Sibiu, Romania",1,90%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 10:59:38+00:00,XSKK,120L,"Strada Democrației 28, Sibiu, Romania",1,40%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:00:07+00:00,4DOY,120L,"Strada Democrației 24, Sibiu, Romania",1,3%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:00:45+00:00,F3EENW,120L,"Strada Democrației 22, Sibiu, Romania",1,43%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:00:47+00:00,6RFTUR,120L,"Strada Democrației 19, Sibiu, Romania",1,12%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:01:24+00:00,EJ6F,120L,"Strada Democrației 20, Sibiu, Romania",1,34%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:01:28+00:00,DOLS,120L,"Strada Democrației 17, Sibiu, Romania",1,32%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:02:33+00:00,ENGP,120L,"Strada Democrației 11, Sibiu, Romania",1,43%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:03:01+00:00,YDGZ,120L,"Strada Democrației 14, Sibiu, Romania",1,43%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:03:59+00:00,5BEQ,120L,"Strada Democrației 12, Sibiu, Romania",1,11%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:05:50+00:00,NCTD,120L,"Strada Viorelelor 6, Sibiu, Romania",1,27%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:07:51+00:00,YIHVO4,120L,"Strada Viorelelor 5, Sibiu, Romania",1,49%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:08:18+00:00,VZ4J,120L,"Strada Viorelelor 14, Sibiu, Romania",1,68%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:08:58+00:00,2BSY,120L,"Strada Viorelelor 20, Sibiu, Romania",1,57%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:09:21+00:00,WCGB,120L,"Strada Viorelelor 13, Sibiu, Romania",1,0%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:10:18+00:00,ZYCY,120L,"Strada Viorelelor 23, Sibiu, Romania",1,56%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:10:33+00:00,CSJJ,120L,"Strada Viorelelor 21, Sibiu, Romania",1,11%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:11:31+00:00,ZU3B,120L,"Strada Viorelelor 25, Sibiu, Romania",1,40%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:12:13+00:00,OCKI,120L,"Strada Simion Bărnuțiu 41, Sibiu, Romania",1,80%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:12:57+00:00,2BCN5D,120L,"Strada Simion Bărnuțiu 38, Sibiu, Romania",1,73%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:13:25+00:00,PJW7,120L,"Strada Simion Bărnuțiu 33, Sibiu, Romania",1,27%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:13:28+00:00,J2FI,120L,"Strada Simion Bărnuțiu 31, Sibiu, Romania",1,34%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:13:53+00:00,6GHW,120L,"Strada Simion Bărnuțiu 32, Sibiu, Romania",1,63%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:14:13+00:00,KFY4DZ,120L,"Strada Viorelelor 26, Sibiu, Romania",1,11%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:14:15+00:00,LCPJ6E,120L,"Strada Simion Bărnuțiu 30, Sibiu, Romania",1,100%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:14:39+00:00,GJZX,120L,"Strada Simion Bărnuțiu 28, Sibiu, Romania",1,65%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:15:06+00:00,LZCS,120L,"Strada Simion Bărnuțiu 25, Sibiu, Romania",1,64%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:15:50+00:00,JPRILB,120L,"Strada Simion Bărnuțiu 23, Sibiu, Romania",1,82%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:16:42+00:00,N4WDNF,120L,"Strada Simion Bărnuțiu 16, Sibiu, Romania",1,42%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:17:04+00:00,Z7IT,120L,"Strada Simion Bărnuțiu 14, Sibiu, Romania",1,99%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:18:19+00:00,QFFS,120L,"Strada Simion Bărnuțiu 2, Sibiu, Romania",1,35%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:18:47+00:00,FECC,120L,"Strada Simion Bărnuțiu 1, Sibiu, Romania",1,78%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:19:16+00:00,F3G5,120L,"Strada Simion Bărnuțiu 2 A, Sibiu, Romania",1,58%,45.7828241,24.1680621
SB-25-SOM,2024-10-15 11:19:56+00:00,K6LO3M,240L,"Simion Bărnuțiu 1 A, Sibiu, Romania",1,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:11:03+00:00,FJIP,120L,"Strada Ștefan cel Mare 31 B, Sibiu, Romania",2,74%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:12:08+00:00,755E,120L,"Strada Ștefan cel Mare 35, Sibiu, Romania",2,100%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:14:15+00:00,3FHA,120L,"Strasa Fratii Grahi 6, Sibiu, Romania",2,100%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:14:19+00:00,YCYR,120L,"Strada Ștefan cel Mare 41, Sibiu, Romania",2,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:15:28+00:00,SVPU,120L,"Strada Ștefan cel Mare 20, Sibiu, Romania",2,85%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:17:19+00:00,FHT5,120L,"Strada Ștefan cel Mare 43, Sibiu, Romania",2,47%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:17:25+00:00,NT3JGZ,240L,"Strada Ștefan cel Mare 28, Sibiu, Romania",2,65%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:18:25+00:00,V6CE,120L,"Strada Ștefan cel Mare 45, Sibiu, Romania",2,12%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:19:17+00:00,GG4D,120L,"Strada Ștefan cel Mare 38, Sibiu, Romania",2,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:19:53+00:00,FKVO,120L,"Strada Ștefan cel Mare 45 B, Sibiu, Romania",2,49%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:21:21+00:00,FI2S,120L,"Strada Ștefan cel Mare 48, Sibiu, Romania",2,20%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:32:45+00:00,3QIZ,120L,"Strada Ștefan cel Mare 56, Sibiu, Romania",2,76%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:33:43+00:00,C5IKLT,120L,"Strada Ștefan cel Mare 60, Sibiu, Romania",2,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:34:34+00:00,YWVT,120L,"Strada Victor Hugo 5, Sibiu, Romania",2,93%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:35:35+00:00,FDHV,240L,"Strada Victor Hugo 9, Sibiu, Romania",2,71%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:40:28+00:00,SFGE,120L,"Strada Ștefan cel Mare 74, Sibiu, Romania",2,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:41:17+00:00,KPX2,120L,"Strada Ștefan cel Mare 80, Sibiu, Romania",2,17%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:41:24+00:00,73OH,120L,"Strada Ștefan cel Mare 82, Sibiu, Romania",2,4%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:42:16+00:00,PFO5,120L,"Strada Ștefan cel Mare 86, Sibiu, Romania",2,4%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:45:32+00:00,NLVP,120L,"Strada Ștefan cel Mare 112, Sibiu, Romania",2,94%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:45:35+00:00,6GCFNF,120L,"Strada Ștefan cel Mare 112, Sibiu, Romania",2,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:46:57+00:00,SREA,120L,"Strada Ștefan cel Mare 120, Sibiu, Romania",2,63%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:55:25+00:00,FFEGF2,120L,"Strada Triajului 16, Sibiu, Romania",2,32%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 04:57:55+00:00,GA42ZD,240L,"Strada Ștefan cel Mare 193, Sibiu, Romania",2,28%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:05:05+00:00,CD52,120L,"Strada Ștefan cel Mare secprol, Nr. (), Nedefinită, Sibiu, Sibiu, Romania",2,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:05:46+00:00,CCR5,120L,"Strada Ștefan cel Mare secprol, Nr. (), Nedefinită, Sibiu, Sibiu, Romania",2,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:07:16+00:00,QFJ3V5,120L,"Strada Ștefan cel Mare 191, Sibiu, Romania",2,55%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:08:11+00:00,JHNZBA,120L,"Strada Ludos 5, Sibiu, Romania",2,23%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:11:15+00:00,VNTZOL,1.100L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:18:28+00:00,VJAJJ3,1.100L,"Strada Ștefan cel Mare 150, Sibiu, Romania",2,80%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:20:44+00:00,BLANMG,120L,"Strada Ștefan cel Mare 193, Sibiu, Romania",2,12%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:22:22+00:00,GPB5EF,240L,"Strada Ștefan cel Mare 193, Sibiu, Romania",2,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:25:44+00:00,GEUSVG,120L,"Strada Rampa Ștefan cel Mare 152, Sibiu, Romania",2,68%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:30:29+00:00,JQ7I,120L,"Strada Ștefan cel Mare 199, Sibiu, Romania",2,1%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:31:22+00:00,AETM2M,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:33:09+00:00,TKPOGB,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",2,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 05:45:59+00:00,X5LVA3,120L,"Strada Ștefan cel Mare 169, Sibiu, Romania",2,34%,45.7828241,24.1680621
