Address,lat,lon
"Strada Record 26, Sibiu, Romania",45.811888,24.1397456
"Strada Lacul lui Binder 4, Sibiu, Romania",45.8104715,24.1325745
"Strada Lacul lui Binder 5, Sibiu, Romania",45.8104715,24.1325745
"Strada Lutului 76, Sibiu, Romania",45.8076967,24.1349252
"Strada Lutului 74, Sibiu, Romania",45.8077577,24.1350294
"Strada Lutului 60, Sibiu, Romania",45.8082593,24.1357743
"Strada Lutului 58, Sibiu, Romania",45.8083415,24.1358872
"Strada Lutului 53, Sibiu, Romania",45.8083414,24.136186
"Strada Lutului 43 A, Sibiu, Romania",45.8087463,24.136816
"Strada Lutului 48, Sibiu, Romania",45.8088184,24.1366219
"Strada Lutului 40, Sibiu, Romania",45.8090792,24.1369946
"Strada Lutului 35, Sibiu, Romania",45.8089811,24.1371591
"Strada Lutului 36, Sibiu, Romania",45.80918,24.137151
"Strada Lutului 31, Sibiu, Romania",45.8091133,24.1373498
"Strada Lutului 34, Sibiu, Romania",45.8092173,24.1372061
"Strada Lutului 29, Sibiu, Romania",45.8091748,24.1374296
"Strada Lutului 32, Sibiu, Romania",45.8092677,24.1373032
"Strada Lutului 22, Sibiu, Romania",45.8096028,24.137815
"Strada Lutului 17, Sibiu, Romania",45.8095154,24.1380006
"Strada Lutului 14, Sibiu, Romania",45.8098296,24.1381539
"Strada Lutului 8, Sibiu, Romania",45.8100068,24.1384007
"Strada Sperantei 5, Sibiu, Romania",45.8082711,24.1389279
"Strada Carpaților 2, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 3 B, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 9, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 15, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 17, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 16 A, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 21, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 23, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 25, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 29, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 28, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 31, Sibiu, Romania",45.8074644,24.1400997
"Strada Carpaților 33, Sibiu, Romania",45.8074644,24.1400997
"Strada Margaretelor 41, Sibiu, Romania",45.8067434,24.1396602
"Strada Țiglarilor 39, Sibiu, Romania",45.8077055,24.1425171
"Strada Țiglarilor 35 A, Sibiu, Romania",45.8070514,24.1438063
"Strada Țiglarilor 33 A, Sibiu, Romania",45.8070514,24.1438063
"Strada Țiglarilor 25, Sibiu, Romania",45.8071111,24.1432824
"Strada Țiglarilor 21, Sibiu, Romania",45.8070551,24.1435522
"Strada Țiglarilor 11, Sibiu, Romania",45.8067468,24.1440063
"Strada Țiglarilor 7, Sibiu, Romania",45.8066191,24.1442711
"Strada Țiglarilor 3, Sibiu, Romania",45.8071688,24.1438824
"Strada Țiglarilor 3 A, Sibiu, Romania",45.8070514,24.1438063
"Strada Lungă 53, Sibiu, Romania",45.8061464,24.1447257
"Strada Lungă 47, Sibiu, Romania",45.8058337,24.1445507
"Strada Lungă 37, Sibiu, Romania",45.8048442,24.1442546
"Strada Lungă 35 C, Sibiu, Romania",45.8096309,24.1470948
"Strada Lungă 35 A, Sibiu, Romania",45.8057411,24.1447052
"Strada Lungă 35, Sibiu, Romania",45.8046994,24.1442225
"Strada Lungă 40, Sibiu, Romania",45.804848,24.1445817
"Strada Lungă 31, Sibiu, Romania",45.804161,24.1440808
"Strada Lungă 29, Sibiu, Romania",45.8038852,24.1440324
"Strada Lungă 17 A, Sibiu, Romania",45.8029388,24.1437153
"Strada Lungă 9, Sibiu, Romania",45.8022607,24.1435208
"Strada Lungă 7, Sibiu, Romania",45.8020929,24.1434692
"Strada Ion Luca Caragiale 1, Sibiu, Romania",45.8013524,24.1430389
"Strada Ion Luca Caragiale 2, Sibiu, Romania",45.8017827,24.1424792
"Ion Luca Caragiale 8, Sibiu, Romania",45.8017827,24.1424792
"Strada Reconstrucției 2 A, Sibiu, Romania",45.8002418,24.1431379
"Strada Lungă 2 E, Sibiu, Romania",45.8113908,24.1482689
"Strada Râului 22 A, Sibiu, Romania",45.7980005,24.1421682
"Strada Lungă 2, Sibiu, Romania",45.8011594,24.1438716
"Strada Lungă 8 D, Sibiu, Romania",45.8113908,24.1482689
"Strada Lungă 6, Sibiu, Romania",45.8015869,24.1437281
"Strada Lungă 8, Sibiu, Romania",45.8017563,24.1437236
"Strada Lungă 8 C, Sibiu, Romania",45.8096309,24.1470948
"Strada Lungă 8 B, Sibiu, Romania",45.8096309,24.1470948
"Strada Lungă 12, Sibiu, Romania",45.802152,24.1438097
"Strada Lungă 10, Sibiu, Romania",45.8019604,24.1437688
"Strada Lungă 16, Sibiu, Romania",45.8025825,24.1439949
"Strada Lungă 22, Sibiu, Romania",45.8031097,24.144186
"Strada Lungă 22 B, Sibiu, Romania",45.8057411,24.1447052
"Strada Lungă 26 A, Sibiu, Romania",45.8113908,24.1482689
"Strada Lungă 26, Sibiu, Romania",45.8034579,24.1442626
"Strada General Bălan 42, Sibiu, Romania",45.8034125,24.1428207
"Strada Lungă 33, Sibiu, Romania",45.8043294,24.1440997
"Strada General Bălan 51, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 40, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 47, Sibiu, Romania",45.8034125,24.1428207
"Strada Lungă 25, Sibiu, Romania",45.8039953,24.1437501
"Strada General Bălan 37, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 35, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 34, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 33, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 28, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 27, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 23, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 24, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 21, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 22, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 19, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 18, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 14, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 11, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 12, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 10, Sibiu, Romania",45.8034125,24.1428207
"Strada General Bălan 5, Sibiu, Romania",45.8034125,24.1428207
"Strada Honterus 2, Sibiu, Romania",45.805351,24.1402794
"Strada Înfrățirii 17, Sibiu, Romania",45.8043507,24.1413424
"Strada Honterus 7, Sibiu, Romania",45.805351,24.1402794
"Strada Honterus 6, Sibiu, Romania",46.1657059,24.350399
"Strada Honterus 12, Sibiu, Romania",46.1667126,24.3505692
"Strada Honterus 13, Sibiu, Romania",45.805351,24.1402794
"Strada Honterus 26, Sibiu, Romania",46.1675269,24.3504349
"Strada Honterus 38, Sibiu, Romania",46.1682067,24.3503604
"Strada Honterus 33, Sibiu, Romania",45.805351,24.1402794
"Strada Honterus 35, Sibiu, Romania",45.805351,24.1402794
"Strada Democrației 42, Sibiu, Romania",45.8064596,24.1403118
"Strada Democrației 39, Sibiu, Romania",45.8063339,24.1401695
"Strada Democrației 33, Sibiu, Romania",45.8061688,24.1404458
"Strada Democrației 32, Sibiu, Romania",45.8062341,24.1407932
"Strada Democrației 29, Sibiu, Romania",45.806055,24.140633
"Strada Democrației 28, Sibiu, Romania",45.8061139,24.1410421
"Strada Democrației 24, Sibiu, Romania",45.8060277,24.1411417
"Strada Democrației 22, Sibiu, Romania",45.8059806,24.1413003
"Strada Democrației 19, Sibiu, Romania",45.8057617,24.1411415
"Strada Democrației 20, Sibiu, Romania",45.8059303,24.1414859
"Strada Democrației 17, Sibiu, Romania",45.8056611,24.1413193
"Strada Democrației 11, Sibiu, Romania",45.8054644,24.1416819
"Strada Democrației 14, Sibiu, Romania",45.8055885,24.1418756
"Strada Democrației 12, Sibiu, Romania",45.8055339,24.142029
"Strada Viorelelor 6, Sibiu, Romania",45.8056043,24.1431419
"Strada Viorelelor 5, Sibiu, Romania",46.1656447,24.3666195
"Strada Viorelelor 14, Sibiu, Romania",45.8058149,24.142639
"Strada Viorelelor 20, Sibiu, Romania",45.8059942,24.142268
"Strada Viorelelor 13, Sibiu, Romania",46.1652957,24.3661122
"Strada Viorelelor 23, Sibiu, Romania",45.8058977,24.1421633
"Strada Viorelelor 21, Sibiu, Romania",46.1655807,24.3667388
"Strada Viorelelor 25, Sibiu, Romania",46.1655807,24.3667388
"Strada Simion Bărnuțiu 41, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 38, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 33, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 31, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 32, Sibiu, Romania",45.8062665,24.142747
"Strada Viorelelor 26, Sibiu, Romania",45.8058977,24.1421633
"Strada Simion Bărnuțiu 30, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 28, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 25, Sibiu, Romania",46.1652332,24.3556282
"Strada Simion Bărnuțiu 23, Sibiu, Romania",45.8062665,24.142747
"Strada Simion Bărnuțiu 16, Sibiu, Romania",46.1644531,24.3558599
"Strada Simion Bărnuțiu 14, Sibiu, Romania",46.1647128,24.3559864
"Strada Simion Bărnuțiu 2, Sibiu, Romania",46.1653993,24.3554003
"Strada Simion Bărnuțiu 1, Sibiu, Romania",46.1660397,24.3549643
"Strada Simion Bărnuțiu 2 A, Sibiu, Romania",46.1654889,24.3553253
"Simion Bărnuțiu 1 A, Sibiu, Romania",45.8062665,24.142747
