Car,Datetime,Id,Capacity,City,Country,Address,route_id,latitudine,longitudine
SB-25-SOM,2024-10-15 09:20:58+00:00,YIEA,120L,Sibiu,Romania,Strada Carpaților 3 B,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:21:29+00:00,DOAY,120L,Sibiu,Romania,Strada Carpaților 9,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:23:27+00:00,PWCW,120L,Sibiu,Romania,Strada Carpaților 15,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:23:49+00:00,BT77,120L,Sibiu,Romania,Strada Carpaților 17,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:23:55+00:00,OXYS,120L,Sibiu,Romania,Strada Carpaților 16 A,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:25:01+00:00,JCPQ,120L,Sibiu,Romania,Strada Carpaților 21,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:25:26+00:00,QE67,120L,Sibiu,Romania,Strada Carpaților 23,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:25:43+00:00,U6RM,120L,Sibiu,Romania,Strada Carpaților 25,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:26:12+00:00,C7GGQV,120L,Sibiu,Romania,Strada Carpaților 29,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:26:21+00:00,H644,120L,Sibiu,Romania,Strada Carpaților 28,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:26:47+00:00,R7PR,120L,Sibiu,Romania,Strada Carpaților 31,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:27:10+00:00,6LTW,120L,Sibiu,Romania,Strada Carpaților 33,1,45.8074644,24.1400997
SB-25-SOM,2024-10-15 09:28:16+00:00,SCSO,120L,Sibiu,Romania,Strada Margaretelor 41,1,45.8067434,24.1396602
SB-25-SOM,2024-10-15 09:28:46+00:00,LP4Y,120L,Sibiu,Romania,Strada Țiglarilor 39,1,45.8077055,24.1425171
SB-25-SOM,2024-10-15 09:29:11+00:00,6MZI,120L,Sibiu,Romania,Strada Țiglarilor 35 A,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 09:30:02+00:00,6LPK,120L,Sibiu,Romania,Strada Țiglarilor 33 A,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 09:30:40+00:00,F3DJ,120L,Sibiu,Romania,Strada Țiglarilor 25,1,45.8071111,24.1432824
SB-25-SOM,2024-10-15 09:30:51+00:00,K2PH,120L,Sibiu,Romania,Strada Țiglarilor 21,1,45.8070551,24.1435522
SB-25-SOM,2024-10-15 09:31:19+00:00,X5VJW2,120L,Sibiu,Romania,Strada Țiglarilor 25,1,45.8071111,24.1432824
SB-25-SOM,2024-10-15 09:32:07+00:00,MHKA,120L,Sibiu,Romania,Strada Țiglarilor 11,1,45.8067468,24.1440063
SB-25-SOM,2024-10-15 09:32:36+00:00,2ZO3T5,240L,Sibiu,Romania,Strada Țiglarilor 7,1,45.8066191,24.1442711
SB-25-SOM,2024-10-15 09:32:41+00:00,5SD4,120L,Sibiu,Romania,Strada Țiglarilor 7,1,45.8066191,24.1442711
SB-25-SOM,2024-10-15 09:33:19+00:00,WXUT,120L,Sibiu,Romania,Strada Țiglarilor 3,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 09:33:43+00:00,6K5E,120L,Sibiu,Romania,Strada Țiglarilor 3 A,1,45.8070514,24.1438063
SB-25-SOM,2024-10-15 09:34:22+00:00,X6LQ,120L,Sibiu,Romania,Strada Lungă 53,1,45.8061464,24.1447257
SB-25-SOM,2024-10-15 09:35:02+00:00,FXZL,120L,Sibiu,Romania,Strada Lungă 47,1,45.8058337,24.1445507
SB-25-SOM,2024-10-15 09:36:06+00:00,LRDP,120L,Sibiu,Romania,Strada Lungă 37,1,45.8048442,24.1442546
SB-25-SOM,2024-10-15 09:36:21+00:00,6CJM,120L,Sibiu,Romania,Strada Lungă 35 C,1,45.8113908,24.1482689
SB-25-SOM,2024-10-15 09:36:25+00:00,6DTX,120L,Sibiu,Romania,Strada Lungă 35 A,1,45.8009248,24.1432341
SB-25-SOM,2024-10-15 09:37:16+00:00,UKOAXG,120L,Sibiu,Romania,Strada Lungă 35,1,45.8046994,24.1442225
SB-25-SOM,2024-10-15 09:37:21+00:00,FX6X,120L,Sibiu,Romania,Strada Lungă 35,1,45.8046994,24.1442225
SB-25-SOM,2024-10-15 09:37:57+00:00,WSNJB3,120L,Sibiu,Romania,Strada Lungă 35,1,45.8046994,24.1442225
SB-25-SOM,2024-10-15 09:38:00+00:00,JF43EY,120L,Sibiu,Romania,Strada Lungă 40,1,45.804848,24.1445817
SB-25-SOM,2024-10-15 09:38:20+00:00,6WVIGL,120L,Sibiu,Romania,Strada Lungă 35,1,45.8046994,24.1442225
SB-25-SOM,2024-10-15 09:39:14+00:00,WQJ4,120L,Sibiu,Romania,Strada Lungă 31,1,45.804161,24.1440808
SB-25-SOM,2024-10-15 09:39:17+00:00,FTXO,120L,Sibiu,Romania,Strada Lungă 31,1,45.804161,24.1440808
SB-25-SOM,2024-10-15 09:39:50+00:00,2MCS,120L,Sibiu,Romania,Strada Lungă 29,1,45.8038852,24.1440324
SB-25-SOM,2024-10-15 09:41:47+00:00,3AFF,120L,Sibiu,Romania,Strada Lungă 17 A,1,45.8029388,24.1437153
SB-25-SOM,2024-10-15 09:42:58+00:00,IQXF,1.100L,Sibiu,Romania,Strada Lungă 9,1,45.8022607,24.1435208
SB-25-SOM,2024-10-15 09:44:32+00:00,IATBI7,120L,Sibiu,Romania,Strada Lungă 7,1,45.8020929,24.1434692
SB-25-SOM,2024-10-15 09:44:34+00:00,BESN,120L,Sibiu,Romania,Strada Lungă 7,1,45.8020929,24.1434692
SB-25-SOM,2024-10-15 09:47:34+00:00,RRYH,120L,Sibiu,Romania,Strada Ion Luca Caragiale 1,1,45.8013524,24.1430389
SB-25-SOM,2024-10-15 09:47:58+00:00,G4N6,120L,Sibiu,Romania,Strada Ion Luca Caragiale 2,1,45.8017827,24.1424792
SB-25-SOM,2024-10-15 09:48:46+00:00,7CX2,120L,Sibiu,Romania,Strada Ion Luca Caragiale 2,1,45.8017827,24.1424792
SB-25-SOM,2024-10-15 09:49:26+00:00,RSK3LI,120L,Sibiu,Romania,Ion Luca Caragiale 8,1,45.8017827,24.1424792
SB-25-SOM,2024-10-15 09:50:55+00:00,6BJBLA,120L,Sibiu,Romania,Strada Reconstrucției 2 A,1,45.8002418,24.1431379
SB-25-SOM,2024-10-15 09:51:37+00:00,U67K,120L,Sibiu,Romania,Strada Lungă 2 E,1,45.8057411,24.1447052
SB-25-SOM,2024-10-15 09:51:40+00:00,4UBK,120L,Sibiu,Romania,Strada Râului 22 A,1,45.7980005,24.1421682
SB-25-SOM,2024-10-15 09:52:49+00:00,435TFU,120L,Sibiu,Romania,Strada Lungă 2,1,45.8011594,24.1438716
SB-25-SOM,2024-10-15 09:53:40+00:00,5PA5,240L,Sibiu,Romania,Strada Lungă 8 D,1,45.8096309,24.1470948
SB-25-SOM,2024-10-15 09:53:46+00:00,SBWR,120L,Sibiu,Romania,Strada Lungă 6,1,45.8015869,24.1437281
SB-25-SOM,2024-10-15 09:53:48+00:00,PITBY7,240L,Sibiu,Romania,Strada Lungă 8,1,45.8017563,24.1437236
SB-25-SOM,2024-10-15 09:54:06+00:00,EOJ7T5,240L,Sibiu,Romania,Strada Lungă 8 C,1,45.8096309,24.1470948
SB-25-SOM,2024-10-15 09:54:13+00:00,7VYE37,240L,Sibiu,Romania,Strada Lungă 8,1,45.8017563,24.1437236
SB-25-SOM,2024-10-15 09:54:26+00:00,5PME,240L,Sibiu,Romania,Strada Lungă 8 B,1,45.8096309,24.1470948
SB-25-SOM,2024-10-15 09:55:01+00:00,KVT7,120L,Sibiu,Romania,Strada Lungă 12,1,45.802152,24.1438097
SB-25-SOM,2024-10-15 09:55:03+00:00,4YZE4J,120L,Sibiu,Romania,Strada Lungă 10,1,45.8019604,24.1437688
SB-25-SOM,2024-10-15 09:56:30+00:00,BV2OVR,120L,Sibiu,Romania,Strada Lungă 16,1,45.8025825,24.1439949
SB-25-SOM,2024-10-15 09:57:22+00:00,ITS2,120L,Sibiu,Romania,Strada Lungă 22,1,45.8031097,24.144186
SB-25-SOM,2024-10-15 09:57:23+00:00,5M7N,240L,Sibiu,Romania,Strada Lungă 22 B,1,45.8057411,24.1447052
SB-25-SOM,2024-10-15 09:58:08+00:00,5FEK,120L,Sibiu,Romania,Strada Lungă 26 A,1,45.8057411,24.1447052
SB-25-SOM,2024-10-15 09:58:41+00:00,6ZGKYZ,240L,Sibiu,Romania,Strada Lungă 26,1,45.8034579,24.1442626
SB-25-SOM,2024-10-15 10:01:23+00:00,5CDN,120L,Sibiu,Romania,Strada General Bălan 42,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:01:26+00:00,PEIN,120L,Sibiu,Romania,Strada Lungă 33,1,45.8043294,24.1440997
SB-25-SOM,2024-10-15 10:01:55+00:00,FOAUWV,240L,Sibiu,Romania,Strada General Bălan 51,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:01:59+00:00,IANB,120L,Sibiu,Romania,Strada General Bălan 51,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:02:32+00:00,6RCW,120L,Sibiu,Romania,Strada General Bălan 40,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:02:35+00:00,OJJ3,120L,Sibiu,Romania,Strada General Bălan 47,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:02:46+00:00,PI7FPO,120L,Sibiu,Romania,Strada General Bălan 47,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:04:26+00:00,MB3T,120L,Sibiu,Romania,Strada Lungă 25,1,45.8039953,24.1437501
SB-25-SOM,2024-10-15 10:04:35+00:00,DAES,120L,Sibiu,Romania,Strada General Bălan 37,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:05:01+00:00,QKYD,120L,Sibiu,Romania,Strada General Bălan 35,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:05:03+00:00,6732,120L,Sibiu,Romania,Strada General Bălan 34,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:05:50+00:00,OCG2,120L,Sibiu,Romania,Strada General Bălan 33,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:06:55+00:00,BGGG,120L,Sibiu,Romania,Strada General Bălan 28,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:07:22+00:00,63TS,120L,Sibiu,Romania,Strada General Bălan 28,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:07:27+00:00,5R2U,120L,Sibiu,Romania,Strada General Bălan 27,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:07:54+00:00,B2RM,120L,Sibiu,Romania,Strada General Bălan 23,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:08:07+00:00,UFIX,120L,Sibiu,Romania,Strada General Bălan 24,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:08:11+00:00,YWXV37,120L,Sibiu,Romania,Strada General Bălan 21,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:08:30+00:00,LKP3XO,120L,Sibiu,Romania,Strada General Bălan 22,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:08:32+00:00,QZMA,120L,Sibiu,Romania,Strada General Bălan 19,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:09:07+00:00,NNJ2KY,120L,Sibiu,Romania,Strada General Bălan 18,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:09:41+00:00,6BQJ,120L,Sibiu,Romania,Strada General Bălan 14,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:09:43+00:00,JA5YGO,120L,Sibiu,Romania,Strada General Bălan 11,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:10:23+00:00,EXNZ,120L,Sibiu,Romania,Strada General Bălan 12,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:11:23+00:00,OO4C,120L,Sibiu,Romania,Strada General Bălan 10,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:11:56+00:00,HW34,120L,Sibiu,Romania,Strada General Bălan 5,1,45.8034125,24.1428207
SB-25-SOM,2024-10-15 10:50:30+00:00,TDAR,120L,Sibiu,Romania,Strada Honterus 2,1,45.805351,24.1402794
SB-25-SOM,2024-10-15 10:50:35+00:00,BDI4,120L,Sibiu,Romania,Strada Înfrățirii 17,1,45.8043507,24.1413424
SB-25-SOM,2024-10-15 10:51:23+00:00,Z3HP,120L,Sibiu,Romania,Strada Honterus 7,1,45.805351,24.1402794
SB-25-SOM,2024-10-15 10:51:27+00:00,KY4M,120L,Sibiu,Romania,Strada Honterus 6,1,46.1663698,24.3506783
SB-25-SOM,2024-10-15 10:52:04+00:00,WAFM,120L,Sibiu,Romania,Strada Honterus 12,1,46.1667126,24.3505692
SB-25-SOM,2024-10-15 10:52:23+00:00,H7AM,120L,Sibiu,Romania,Strada Honterus 13,1,45.805351,24.1402794
SB-25-SOM,2024-10-15 10:52:42+00:00,ZBXZFK,120L,Sibiu,Romania,Strada Honterus 26,1,46.1675269,24.3504349
SB-25-SOM,2024-10-15 10:54:01+00:00,U4YY,120L,Sibiu,Romania,Strada Honterus 38,1,46.1682067,24.3503604
SB-25-SOM,2024-10-15 10:54:40+00:00,6QMX,120L,Sibiu,Romania,Strada Honterus 33,1,45.805351,24.1402794
SB-25-SOM,2024-10-15 10:54:53+00:00,VJBQ,120L,Sibiu,Romania,Strada Honterus 35,1,45.805351,24.1402794
SB-25-SOM,2024-10-15 10:56:30+00:00,MFIU,120L,Sibiu,Romania,Strada Democrației 42,1,45.8064596,24.1403118
SB-25-SOM,2024-10-15 10:56:46+00:00,BNZ7,120L,Sibiu,Romania,Strada Democrației 39,1,45.8063339,24.1401695
SB-25-SOM,2024-10-15 10:58:27+00:00,6I6E,120L,Sibiu,Romania,Strada Democrației 33,1,45.8061688,24.1404458
SB-25-SOM,2024-10-15 10:58:42+00:00,2KZ2,120L,Sibiu,Romania,Strada Democrației 32,1,45.8062341,24.1407932
SB-25-SOM,2024-10-15 10:58:47+00:00,WIBG,120L,Sibiu,Romania,Strada Democrației 29,1,45.806055,24.140633
SB-25-SOM,2024-10-15 10:59:38+00:00,XSKK,120L,Sibiu,Romania,Strada Democrației 28,1,45.8061139,24.1410421
SB-25-SOM,2024-10-15 11:00:07+00:00,4DOY,120L,Sibiu,Romania,Strada Democrației 24,1,45.8060277,24.1411417
SB-25-SOM,2024-10-15 11:00:45+00:00,F3EENW,120L,Sibiu,Romania,Strada Democrației 22,1,45.8059806,24.1413003
SB-25-SOM,2024-10-15 11:00:47+00:00,6RFTUR,120L,Sibiu,Romania,Strada Democrației 19,1,45.8057617,24.1411415
SB-25-SOM,2024-10-15 11:01:24+00:00,EJ6F,120L,Sibiu,Romania,Strada Democrației 20,1,45.8059303,24.1414859
SB-25-SOM,2024-10-15 11:01:28+00:00,DOLS,120L,Sibiu,Romania,Strada Democrației 17,1,45.8056611,24.1413193
SB-25-SOM,2024-10-15 11:02:33+00:00,ENGP,120L,Sibiu,Romania,Strada Democrației 11,1,45.8054644,24.1416819
SB-25-SOM,2024-10-15 11:03:01+00:00,YDGZ,120L,Sibiu,Romania,Strada Democrației 14,1,45.8055885,24.1418756
SB-25-SOM,2024-10-15 11:03:59+00:00,5BEQ,120L,Sibiu,Romania,Strada Democrației 12,1,45.8055339,24.142029
SB-25-SOM,2024-10-15 11:05:50+00:00,NCTD,120L,Sibiu,Romania,Strada Viorelelor 6,1,45.8056043,24.1431419
SB-25-SOM,2024-10-15 11:07:51+00:00,YIHVO4,120L,Sibiu,Romania,Strada Viorelelor 5,1,46.1656447,24.3666195
SB-25-SOM,2024-10-15 11:08:18+00:00,VZ4J,120L,Sibiu,Romania,Strada Viorelelor 14,1,45.8058149,24.142639
SB-25-SOM,2024-10-15 11:08:58+00:00,2BSY,120L,Sibiu,Romania,Strada Viorelelor 20,1,45.8059942,24.142268
SB-25-SOM,2024-10-15 11:09:21+00:00,WCGB,120L,Sibiu,Romania,Strada Viorelelor 13,1,46.1652957,24.3661122
SB-25-SOM,2024-10-15 11:10:18+00:00,ZYCY,120L,Sibiu,Romania,Strada Viorelelor 23,1,45.8058977,24.1421633
SB-25-SOM,2024-10-15 11:10:33+00:00,CSJJ,120L,Sibiu,Romania,Strada Viorelelor 21,1,46.1655807,24.3667388
SB-25-SOM,2024-10-15 11:11:31+00:00,ZU3B,120L,Sibiu,Romania,Strada Viorelelor 25,1,46.1655807,24.3667388
SB-25-SOM,2024-10-15 11:12:13+00:00,OCKI,120L,Sibiu,Romania,Strada Simion Bărnuțiu 41,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:12:57+00:00,2BCN5D,120L,Sibiu,Romania,Strada Simion Bărnuțiu 38,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:13:25+00:00,PJW7,120L,Sibiu,Romania,Strada Simion Bărnuțiu 33,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:13:28+00:00,J2FI,120L,Sibiu,Romania,Strada Simion Bărnuțiu 31,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:13:53+00:00,6GHW,120L,Sibiu,Romania,Strada Simion Bărnuțiu 32,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:14:13+00:00,KFY4DZ,120L,Sibiu,Romania,Strada Viorelelor 26,1,45.8058977,24.1421633
SB-25-SOM,2024-10-15 11:14:15+00:00,LCPJ6E,120L,Sibiu,Romania,Strada Simion Bărnuțiu 30,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:14:39+00:00,GJZX,120L,Sibiu,Romania,Strada Simion Bărnuțiu 28,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:15:06+00:00,LZCS,120L,Sibiu,Romania,Strada Simion Bărnuțiu 25,1,46.1652332,24.3556282
SB-25-SOM,2024-10-15 11:15:50+00:00,JPRILB,120L,Sibiu,Romania,Strada Simion Bărnuțiu 23,1,45.8062665,24.142747
SB-25-SOM,2024-10-15 11:16:42+00:00,N4WDNF,120L,Sibiu,Romania,Strada Simion Bărnuțiu 16,1,46.1644531,24.3558599
SB-25-SOM,2024-10-15 11:17:04+00:00,Z7IT,120L,Sibiu,Romania,Strada Simion Bărnuțiu 14,1,46.1647128,24.3559864
SB-25-SOM,2024-10-15 11:18:19+00:00,QFFS,120L,Sibiu,Romania,Strada Simion Bărnuțiu 2,1,46.1653993,24.3554003
SB-25-SOM,2024-10-15 11:18:47+00:00,FECC,120L,Sibiu,Romania,Strada Simion Bărnuțiu 1,1,46.1660397,24.3549643
SB-25-SOM,2024-10-15 11:19:16+00:00,F3G5,120L,Sibiu,Romania,Strada Simion Bărnuțiu 2 A,1,46.1654889,24.3553253
SB-25-SOM,2024-10-15 11:19:56+00:00,K6LO3M,240L,Sibiu,Romania,Simion Bărnuțiu 1 A,1,45.8062665,24.142747
SB-30-SOM,2024-10-15 04:11:03+00:00,FJIP,120L,Sibiu,Romania,Strada Ștefan cel Mare 31 B,2,45.7896649,24.178675
SB-30-SOM,2024-10-15 04:12:08+00:00,755E,120L,Sibiu,Romania,Strada Ștefan cel Mare 35,2,45.7905019,24.1595291
SB-30-SOM,2024-10-15 04:14:15+00:00,3FHA,120L,Sibiu,Romania,Strasa Fratii Grahi 6,2,,
SB-30-SOM,2024-10-15 04:14:19+00:00,YCYR,120L,Sibiu,Romania,Strada Ștefan cel Mare 41,2,45.7904304,24.1603259
SB-30-SOM,2024-10-15 04:15:28+00:00,SVPU,120L,Sibiu,Romania,Strada Ștefan cel Mare 20,2,45.7901813,24.1610923
SB-30-SOM,2024-10-15 04:17:19+00:00,FHT5,120L,Sibiu,Romania,Strada Ștefan cel Mare 43,2,45.7903481,24.161846
SB-30-SOM,2024-10-15 04:17:25+00:00,NT3JGZ,240L,Sibiu,Romania,Strada Ștefan cel Mare 28,2,45.7900155,24.1618668
SB-30-SOM,2024-10-15 04:18:25+00:00,V6CE,120L,Sibiu,Romania,Strada Ștefan cel Mare 45,2,45.7903515,24.1624354
SB-30-SOM,2024-10-15 04:19:17+00:00,GG4D,120L,Sibiu,Romania,Strada Ștefan cel Mare 38,2,45.789997,24.1628207
SB-30-SOM,2024-10-15 04:19:53+00:00,FKVO,120L,Sibiu,Romania,Strada Ștefan cel Mare 45 B,2,45.7894789,24.1782807
SB-30-SOM,2024-10-15 04:21:21+00:00,FI2S,120L,Sibiu,Romania,Strada Ștefan cel Mare 48,2,46.1503404,24.3375248
SB-30-SOM,2024-10-15 04:32:45+00:00,3QIZ,120L,Sibiu,Romania,Strada Ștefan cel Mare 56,2,45.7898168,24.1649494
SB-30-SOM,2024-10-15 04:33:43+00:00,C5IKLT,120L,Sibiu,Romania,Strada Ștefan cel Mare 60,2,45.7896959,24.1657584
SB-30-SOM,2024-10-15 04:34:34+00:00,YWVT,120L,Sibiu,Romania,Strada Victor Hugo 5,2,45.7891881,24.1653596
SB-30-SOM,2024-10-15 04:35:35+00:00,FDHV,240L,Sibiu,Romania,Strada Victor Hugo 9,2,45.7888982,24.1657074
SB-30-SOM,2024-10-15 04:40:28+00:00,SFGE,120L,Sibiu,Romania,Strada Ștefan cel Mare 74,2,45.7896656,24.1680278
SB-30-SOM,2024-10-15 04:41:17+00:00,KPX2,120L,Sibiu,Romania,Strada Ștefan cel Mare 80,2,45.7896271,24.1686875
SB-30-SOM,2024-10-15 04:41:24+00:00,73OH,120L,Sibiu,Romania,Strada Ștefan cel Mare 82,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 04:42:16+00:00,PFO5,120L,Sibiu,Romania,Strada Ștefan cel Mare 86,2,45.7895886,24.1692996
SB-30-SOM,2024-10-15 04:45:32+00:00,NLVP,120L,Sibiu,Romania,Strada Ștefan cel Mare 112,2,45.7892983,24.1732508
SB-30-SOM,2024-10-15 04:45:35+00:00,6GCFNF,120L,Sibiu,Romania,Strada Ștefan cel Mare 112,2,45.7892983,24.1732508
SB-30-SOM,2024-10-15 04:46:57+00:00,SREA,120L,Sibiu,Romania,Strada Ștefan cel Mare 120,2,45.7892819,24.173942
SB-30-SOM,2024-10-15 04:55:25+00:00,FFEGF2,120L,Sibiu,Romania,Strada Triajului 16,2,45.7717678,24.1860797
SB-30-SOM,2024-10-15 04:57:55+00:00,GA42ZD,240L,Sibiu,Romania,Strada Ștefan cel Mare 193,2,45.7893038,24.1890278
SB-30-SOM,2024-10-15 05:05:05+00:00,CD52,120L,Sibiu,Romania,"Strada Ștefan cel Mare secprol, Nr. (), Nedefinită, Sibiu",2,,
SB-30-SOM,2024-10-15 05:05:46+00:00,CCR5,120L,Sibiu,Romania,"Strada Ștefan cel Mare secprol, Nr. (), Nedefinită, Sibiu",2,,
SB-30-SOM,2024-10-15 05:07:16+00:00,QFJ3V5,120L,Sibiu,Romania,Strada Ștefan cel Mare 191,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:08:11+00:00,JHNZBA,120L,Sibiu,Romania,Strada Ludos 5,2,45.7680007,24.1286894
SB-30-SOM,2024-10-15 05:11:15+00:00,VNTZOL,1.100L,Sibiu,Romania,Strada Ștefan cel Mare 152,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:18:28+00:00,VJAJJ3,1.100L,Sibiu,Romania,Strada Ștefan cel Mare 150,2,45.7885869,24.1764036
SB-30-SOM,2024-10-15 05:20:44+00:00,BLANMG,120L,Sibiu,Romania,Strada Ștefan cel Mare 193,2,45.7893038,24.1890278
SB-30-SOM,2024-10-15 05:22:22+00:00,GPB5EF,240L,Sibiu,Romania,Strada Ștefan cel Mare 193,2,45.7893038,24.1890278
SB-30-SOM,2024-10-15 05:25:44+00:00,GEUSVG,120L,Sibiu,Romania,Strada Rampa Ștefan cel Mare 152,2,,
SB-30-SOM,2024-10-15 05:30:29+00:00,JQ7I,120L,Sibiu,Romania,Strada Ștefan cel Mare 199,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:31:22+00:00,AETM2M,120L,Sibiu,Romania,Strada Ștefan cel Mare 152,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:33:09+00:00,TKPOGB,120L,Sibiu,Romania,Strada Ștefan cel Mare 152,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:45:59+00:00,X5LVA3,120L,Sibiu,Romania,Strada Ștefan cel Mare 169,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 05:54:11+00:00,KZ5MXH,120L,Sibiu,Romania,Strada Ștefan cel Mare 193B,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 06:32:13+00:00,BUF4AK,120L,Sibiu,Romania,Strada Ștefan cel Mare 152,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 06:33:23+00:00,GWASFK,120L,Sibiu,Romania,Strada Ștefan cel Mare 152-154,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 06:36:05+00:00,VMOKD2,1.100L,Sibiu,Romania,Strada Ștefan cel Mare 152,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 06:39:11+00:00,AKGA,120L,Sibiu,Romania,Strada Caprelor 2,2,45.7891374,24.1843078
SB-30-SOM,2024-10-15 06:41:34+00:00,EA3A,120L,Sibiu,Romania,Strada Ștefan cel Mare 147,2,45.788726,24.1833793
SB-30-SOM,2024-10-15 06:50:39+00:00,ZBQW67,120L,Sibiu,Romania,Strada Ștefan cel Mare 147,2,45.788726,24.1833793
SB-30-SOM,2024-10-15 06:54:16+00:00,XKR4,120L,Sibiu,Romania,Strada Ștefan cel Mare 137 B,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 06:56:06+00:00,IIJR,120L,Sibiu,Romania,Strada Ștefan cel Mare 137 B,2,45.7893711,24.1744014
SB-30-SOM,2024-10-15 07:06:51+00:00,TSFP,120L,Sibiu,Romania,Strada Ștefan cel Mare 127,2,45.7895323,24.1739042
SB-30-SOM,2024-10-15 07:07:01+00:00,TXASO3,120L,Sibiu,Romania,Strada Ștefan cel Mare 125,2,45.7895541,24.1737722
SB-30-SOM,2024-10-15 07:08:36+00:00,X2NJ,120L,Sibiu,Romania,Strada Ștefan cel Mare 128,2,45.7891885,24.1745593
SB-30-SOM,2024-10-15 07:08:53+00:00,YHSC,120L,Sibiu,Romania,Strada Ștefan cel Mare 135,2,45.7895183,24.1744876
SB-30-SOM,2024-10-15 07:09:12+00:00,F7J4,120L,Sibiu,Romania,Strada Ștefan cel Mare 126 A,2,45.7894789,24.1782807
SB-30-SOM,2024-10-15 07:10:45+00:00,LD6EBW,120L,Sibiu,Romania,Strada Pacii 2,2,46.1599316,24.3537723
SB-30-SOM,2024-10-15 07:10:47+00:00,FU5H,120L,Sibiu,Romania,Strada Pacii 4,2,46.1598011,24.3536884
SB-30-SOM,2024-10-15 07:11:20+00:00,GODE,120L,Sibiu,Romania,Strada Pacii 4,2,46.1598011,24.3536884
SB-30-SOM,2024-10-15 07:12:03+00:00,F64N,120L,Sibiu,Romania,Strada Ștefan cel Mare 137,2,45.7894648,24.1750976
SB-30-SOM,2024-10-15 07:13:20+00:00,RRX4RQ,120L,Sibiu,Romania,Strada Rampa Ștefan cel Mare 1,2,,
SB-30-SOM,2024-10-15 07:13:54+00:00,54YS,120L,Sibiu,Romania,Strada Ștefan cel Mare 1,2,45.7898874,24.1533586
SB-30-SOM,2024-10-15 07:14:32+00:00,227VKI,120L,Sibiu,Romania,Strada Rampa Ștefan cel Mare 5,2,,
SB-30-SOM,2024-10-15 07:15:08+00:00,F376,120L,Sibiu,Romania,Strada Rampa Ștefan cel Mare 8,2,,
